firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/agility/value,stats/jumping/value,stats/stamina/value,stats/strength/value,stats/awareness/value,stats/bCVision/value,stats/blockShedding/value,stats/breakSack/value,stats/breakTackle/value,stats/carrying/value,stats/catchInTraffic/value,stats/catching/value,stats/changeOfDirection/value,stats/deepRouteRunning/value,stats/finesseMoves/value,stats/hitPower/value,stats/impactBlocking/value,stats/injury/value,stats/jukeMove/value,stats/kickAccuracy/value,stats/kickPower/value,stats/kickReturn/value,stats/leadBlock/value,stats/manCoverage/value,stats/mediumRouteRunning/value,stats/overall/value,stats/passBlock/value,stats/passBlockFinesse/value,stats/passBlockPower/value,stats/playAction/value,stats/playRecognition/value,stats/powerMoves/value,stats/press/value,stats/pursuit/value,stats/release/value,stats/runBlock/value,stats/runBlockFinesse/value,stats/runBlockPower/value,stats/shortRouteRunning/value,stats/spectacularCatch/value,stats/speed/value,stats/spinMove/value,stats/stiffArm/value,stats/tackle/value,stats/throwAccuracyDeep/value,stats/throwAccuracyMid/value,stats/throwAccuracyShort/value,stats/throwOnTheRun/value,stats/throwPower/value,stats/throwUnderPressure/value,stats/toughness/value,stats/trucking/value,stats/zoneCoverage/value,contractYears,contractTotalValue_M,contractAPY_M,contractTotalGuaranteed_M,Development
Devery,Winn,Arizona,FS,Wash. St.,27,81,7/18/98,71,190,1,34,6,Zone - S,91,81,82,97,58,84,49,56,10,46,59,50,79,85,11,52,68,60,90,71,20,20,62,16,65,8,81,37,33,36,4,81,51,66,85,14,37,34,33,22,67,91,65,44,84,4,6,7,7,20,17,84,38,75,3,36.0,12.0,20.17,Normal
Tinker,Hoel,Minnesota,DT,S.C. State,32,81,2/7/93,74,305,1,98,9,Speed Rusher - DT,78,64,87,83,87,86,18,81,12,11,33,14,28,53,1,84,78,83,91,13,19,21,9,32,18,5,79,43,43,45,9,81,73,11,78,13,46,43,49,17,18,76,16,25,88,2,6,6,7,23,10,87,33,26,2,30.0,15.0,19.0,Normal
Siupeli,Barney,Green Bay,WR,Michigan St.,25,81,4/28/00,71,187,1,11,2,,94,86,83,85,55,82,87,26,28,78,72,84,78,87,79,26,20,43,90,83,18,19,82,20,29,79,83,25,20,12,23,28,13,26,48,72,47,27,23,82,84,92,75,47,30,28,35,37,40,52,34,84,35,35,4,7.180778,1.795195,4.048783,Normal
Connie,Bratzke,Pittsburgh,TE,FIU,30,81,8/22/95,75,248,1,81,8,Vertical Threat - TE,85,78,85,85,76,88,79,30,13,73,68,83,90,80,68,23,38,70,93,77,26,26,16,53,15,67,82,60,62,59,6,13,27,11,44,72,53,60,54,74,83,90,76,80,27,5,6,2,8,34,12,82,69,20,1,12.01,12.01,7.745,Normal
Terdell,Nord,Los Angeles A,LS,Auburn,36,81,4/27/89,73,224,1,47,13,Accurate - LS,76,75,76,75,72,70,55,45,15,26,72,62,55,73,34,9,57,73,97,42,15,22,10,58,22,40,82,60,40,50,9,42,11,19,34,24,56,50,51,48,57,78,47,54,59,10,10,7,8,28,9,87,56,21,4,5.6,1.4,1.92,Normal
Dejon,Waddy,Atlanta,RT,Washington,30,81,2/22/95,78,306,1,76,6,Power - OT,71,62,84,86,84,95,33,35,12,38,43,47,52,51,22,33,37,85,90,33,15,20,11,91,15,29,82,74,72,79,7,55,47,10,24,47,90,94,86,40,41,74,32,38,37,7,6,6,5,31,9,96,34,20,2,30.0,15.0,0.0,Normal
Leonard,Mitchell,Houston,CB,Georgia,22,81,1/23/03,72,180,1,4,1,Zone - CB,88,93,88,92,51,85,69,42,21,63,56,57,65,87,54,28,76,41,91,79,10,18,62,14,81,49,81,29,25,22,16,87,24,71,75,42,33,27,28,48,61,89,70,33,66,4,11,14,15,36,9,78,28,84,4,9.0148,2.2537,7.090508,Normal
Gartrell,Barrie,Chicago,FS,Mid Tenn St.,32,81,8/17/93,71,212,0,31,9,Zone - S,83,88,90,96,74,84,64,63,10,59,79,47,82,83,10,54,81,61,98,68,16,19,55,18,66,9,79,15,33,32,14,80,46,65,83,24,12,33,35,34,71,89,62,47,77,40,26,34,16,44,28,89,55,77,4,8.0,2.0,4.0,Normal
Brandon,Zuzzio,Los Angeles A,RG,Louisville,26,81,4/18/99,79,363,1,73,5,Power - G,71,53,82,72,97,84,19,30,12,25,43,12,32,57,8,11,18,94,73,11,18,16,11,79,12,5,80,73,64,76,6,15,8,10,12,13,82,88,83,12,13,70,10,24,43,6,6,5,5,24,16,84,39,15,4,8.0,2.0,4.0,Normal
Keylon,Covert,Chicago,LE,Mississippi St.,28,81,9/4/96,78,262,1,98,6,Smaller Speed Rusher - DE,90,82,86,81,80,75,48,84,12,31,56,45,57,71,33,80,81,84,87,50,16,14,10,16,33,36,81,45,45,45,6,77,74,19,85,39,45,45,45,40,43,88,41,39,88,6,6,6,6,22,10,88,51,44,4,98.0,24.5,41.964888,Normal
Harlan,Galigher,New England,RT,Virginia,34,81,3/3/91,78,320,0,76,11,Power - OT,45,50,70,83,86,91,7,18,12,5,46,15,35,42,3,11,18,89,96,10,22,29,6,80,12,5,79,79,72,85,8,19,11,10,27,16,81,74,89,14,15,66,14,27,29,9,6,6,5,27,14,92,18,15,3,24.0,8.0,11.0,Normal
Kenton,Hay,Green Bay,CB,Illinois,26,81,6/24/99,73,195,1,21,4,Zone - CB,89,90,92,88,69,85,73,60,13,49,58,54,63,84,34,35,68,59,91,75,13,15,70,24,74,42,79,35,38,37,5,82,30,85,78,40,32,34,38,43,67,90,71,40,58,5,6,6,4,28,15,81,33,83,4,48.0,12.0,16.0,Normal
Chase,Eshmont,Philadelphia,LE,Georgia,24,81,1/18/01,74,238,1,3,2,Smaller Speed Rusher - DE,89,90,90,78,68,76,46,70,21,36,49,43,52,81,11,78,83,76,92,56,22,22,26,23,43,16,79,36,38,34,8,72,72,40,82,17,38,40,39,24,39,91,56,36,83,10,15,24,13,26,17,83,43,51,4,8.0,2.0,4.0,Normal
Chidi,Pace,Baltimore,WR,Minnesota,25,81,11/29/99,73,197,1,7,4,Deep Threat - WR,94,86,92,87,60,82,83,29,22,78,74,83,90,89,81,11,26,48,84,79,17,19,50,23,12,79,82,39,27,20,13,15,8,18,38,82,44,36,29,83,86,91,72,60,26,7,10,19,12,32,20,88,49,16,3,36.75,12.25,16.5,Normal
Armin,Schumacher,Buffalo,MLB,Washington,31,81,4/21/94,72,230,1,45,10,Field General - MLB,87,78,82,89,71,89,75,76,17,58,75,67,79,75,15,64,84,88,89,83,22,19,11,26,62,24,82,42,48,43,6,87,54,62,86,37,46,43,45,36,45,83,79,67,86,4,6,8,5,24,17,88,74,69,1,1.255,1.255,0.0,Normal
Dieter,Bredde,Chicago,ROLB,Wisconsin,29,81,8/12/96,73,242,1,53,6,Pass Coverage - OLB,83,83,81,94,73,84,37,72,31,30,63,52,73,76,3,55,82,85,92,31,18,22,9,16,69,4,81,44,44,47,30,83,64,46,93,13,47,43,44,13,49,87,32,51,90,31,36,41,42,43,32,83,45,73,2,20.0,10.0,16.65,Normal
Heine,Mccallum,Atlanta,HB,BYU,25,81,4/15/00,71,220,1,25,3,Power Back - HB,92,82,80,85,84,82,81,31,25,92,97,45,67,80,39,15,42,43,90,79,10,18,69,48,17,51,79,65,31,37,19,23,22,16,43,41,42,38,26,55,43,85,75,80,40,12,15,21,17,26,16,86,89,25,4,3.993896,0.998474,0.333896,Normal
Hardy,Branton,Washington,C,Wisconsin,27,81,11/20/97,75,316,1,63,5,Agile - C,65,62,70,97,86,89,15,34,12,11,26,13,24,54,3,21,45,84,87,16,45,49,10,86,12,8,81,79,82,79,5,28,26,9,36,16,83,89,78,17,16,73,9,20,36,5,6,8,5,20,13,95,29,14,3,29.25,9.75,17.7,Normal
Verron,Colo,Carolina,WR,Minnesota State,35,80,8/22/90,74,195,1,19,12,Slot - WR,92,88,90,87,66,82,88,31,22,78,77,88,94,84,76,8,16,47,83,83,37,34,70,28,10,76,82,36,20,26,29,25,8,14,29,77,49,30,32,77,95,87,79,71,32,36,37,45,31,50,28,85,56,16,1,8.5,8.5,3.5,Normal
Ovie,Corley,Baltimore,FS,TCU,25,80,11/2/99,68,176,1,29,4,Zone - S,89,83,90,88,55,83,66,50,15,51,57,63,69,83,14,31,72,51,83,71,12,9,39,9,79,27,80,37,37,36,13,85,27,61,80,11,36,36,37,31,69,83,67,31,69,16,20,26,20,29,11,86,31,82,1,3.263,3.263,0.0,Normal
Gerard,Carrell,Houston,MLB,FAU,28,80,8/4/97,74,228,1,0,6,Run Stopper - MLB,89,77,78,87,76,85,34,71,13,18,42,48,60,73,12,55,84,80,82,32,18,15,8,14,65,14,82,45,49,46,10,80,57,47,84,20,44,48,45,17,42,88,33,36,90,3,6,2,5,27,12,85,36,65,3,34.0,11.333333,21.5,Normal
Sherrick,Gehring,New Orleans,LE,Wyoming,28,80,12/18/96,77,261,1,96,6,Run Stopper - DE,86,73,82,79,82,81,41,85,12,24,27,29,39,68,9,81,76,79,90,28,13,17,30,17,33,13,81,44,44,44,5,84,73,25,85,14,44,44,47,19,28,81,21,33,87,7,6,8,6,26,10,84,30,44,4,52.0,13.0,22.55,Normal
Thurston,Perpich,New England,DT,Alabama,26,80,7/28/99,77,305,1,90,4,Speed Rusher - DT,78,64,80,78,89,85,27,81,12,22,42,23,37,59,6,82,80,90,92,24,14,11,10,29,17,14,82,46,45,47,4,83,78,13,86,15,41,45,45,16,23,73,26,30,82,10,6,7,7,20,15,88,35,25,4,83.0,20.75,31.822124,Normal
Rebel,Ellzey,Houston,TE,Stanford,29,80,7/11/96,77,244,1,86,7,Possession - TE,84,78,79,90,76,76,76,31,12,62,75,84,91,74,68,11,28,74,90,68,15,16,38,59,12,71,79,57,60,55,5,15,12,13,38,74,68,61,64,79,87,80,59,69,30,7,10,12,12,24,12,85,64,15,3,36.0,12.0,23.5,Normal
Samie,Giordano,Los Angeles N,CB,UAB,32,80,3/15/93,69,187,1,31,7,Manto Man - CB,96,82,90,89,56,83,70,51,10,57,60,56,79,83,13,34,58,47,91,63,12,14,46,15,82,14,82,39,35,34,4,88,34,72,71,28,35,36,33,23,70,88,57,32,50,10,6,6,5,31,16,79,18,79,3,22.5,7.5,7.0,Normal
Shann,Knapper,Chicago,RT,Tennessee,24,80,8/10/01,78,335,1,58,2,Power - OT,77,58,74,84,93,80,34,53,12,30,32,23,41,50,8,43,57,92,94,21,13,17,11,88,10,14,78,79,77,83,7,43,58,13,51,17,84,89,79,23,37,73,15,30,45,5,5,6,3,11,11,92,28,15,4,20.968267,5.242067,20.968267,Normal
Sean,Yablonski,New Orleans,DT,LSU,30,80,11/11/94,75,330,1,92,8,,65,58,74,84,91,76,39,82,12,10,29,24,33,48,4,73,75,85,89,35,10,11,8,34,22,5,80,47,47,46,7,82,60,9,78,11,47,44,44,13,19,70,18,42,93,5,6,7,4,14,12,87,42,31,2,11.0,5.5,7.45,Normal
Antwuan,Karamatic,Seattle,MLB,South Carolina,25,80,11/22/99,74,230,1,13,4,Run Stopper - MLB,89,70,92,90,72,77,48,78,12,36,61,47,68,72,26,43,88,90,88,62,15,15,9,35,59,33,80,44,45,47,4,82,66,46,90,36,47,51,45,37,51,84,41,45,93,7,6,4,5,21,17,88,44,62,4,8.0,2.0,4.0,Normal
Andre',Gentry,Washington,ROLB,Wash. St.,28,80,9/19/96,75,235,1,4,7,Run Stopper - OLB,86,84,73,94,83,86,42,74,12,22,48,22,56,69,8,80,88,84,86,52,8,18,12,16,55,4,81,41,46,43,9,88,70,53,85,22,44,46,49,17,52,83,36,33,80,3,6,7,8,32,17,86,54,64,3,31.0,10.333333,14.625,Normal
Tra,Warne,Arizona,CB,Syracuse,24,80,6/1/01,70,192,1,21,2,Zone - CB,89,88,89,85,64,82,66,55,53,66,57,59,74,92,12,36,72,46,84,72,15,17,66,16,76,16,78,26,33,33,44,82,27,79,76,20,26,36,32,26,67,88,66,37,63,43,48,53,51,52,35,84,34,83,4,5.63493,1.408733,1.098132,Normal
Emarlos,Kacmarek,Las Vegas,QB,West Virginia,34,80,10/10/90,75,221,1,7,12,Field General - QB,84,82,80,92,56,82,77,23,74,62,58,46,56,72,8,9,13,33,85,62,17,19,14,23,18,18,80,26,18,21,87,19,12,14,31,32,18,14,14,29,47,88,68,55,39,84,85,89,88,86,87,89,33,25,2,75.0,37.5,58.5,Normal
Olrick,Partlow,New England,LE,Boston College,29,80,6/5/96,74,252,1,2,7,Smaller Speed Rusher - DE,86,84,90,89,78,82,49,83,12,35,47,44,59,69,13,76,83,80,89,52,14,22,16,21,46,14,79,41,46,43,8,77,64,35,85,14,45,45,45,22,51,86,45,38,87,7,6,10,7,23,16,87,36,56,4,8.0,2.0,4.0,Normal
Canute,Rabach,Arizona,C,Arkansas,29,80,8/20/96,77,310,1,72,6,Power - C,68,68,69,83,90,88,18,40,12,11,34,25,41,51,13,20,31,84,90,20,20,33,7,86,11,15,82,72,72,76,9,46,26,10,39,20,82,78,84,18,28,72,14,21,45,7,6,4,8,7,8,84,29,12,2,12.0,6.0,7.25,Normal
Will,Still,Carolina,LT,N.C. State,24,80,10/31/00,76,320,0,79,3,Power - OT,79,56,70,86,92,78,17,46,14,18,38,14,34,57,6,34,54,95,94,12,25,29,9,85,12,7,80,77,67,83,7,34,41,9,44,14,88,89,82,8,16,73,12,28,44,5,6,4,5,24,10,98,30,14,4,27.568052,6.892013,27.568052,Normal
Chastin,Waldron,Pittsburgh,LG,Oregon State,31,80,10/29/93,76,303,1,73,9,Power - G,75,68,64,89,84,86,10,34,12,7,31,10,17,53,2,32,49,86,84,10,18,22,9,83,15,6,81,79,72,83,6,27,38,7,33,10,79,83,83,13,15,68,8,6,36,2,6,6,5,23,8,79,19,20,3,24.0,8.0,6.95,Normal
Gail,Gabbard,Baltimore,TE,Coastal Carolina,25,80,4/18/00,76,241,1,80,3,Vertical Threat - TE,85,82,87,86,68,84,83,32,28,70,75,79,87,75,67,31,30,52,91,76,13,17,37,56,25,70,80,54,50,50,13,38,19,35,34,73,66,61,58,73,82,84,69,72,34,12,15,23,26,23,14,90,68,30,4,4.16434,1.041085,0.50434,Normal
Spider,Eissler,Los Angeles A,P,Alabama,28,80,10/30/96,77,208,1,16,7,Power - KP,79,68,72,91,47,69,13,21,20,12,34,15,23,58,15,12,15,16,91,14,77,95,9,16,12,12,81,21,22,19,21,15,11,12,29,17,16,17,17,18,19,76,11,9,31,20,27,32,26,39,22,69,15,15,4,8.0,2.0,4.0,Normal
Zachary,Weatherspoon,San Francisco,WR,Tennessee,28,80,7/10/97,75,212,1,15,5,Physical - WR,89,80,96,83,79,86,88,32,51,83,75,86,87,77,76,8,32,61,86,77,16,17,34,47,11,78,80,32,21,26,41,15,11,22,32,83,66,39,41,84,90,89,71,75,29,44,51,58,53,70,47,77,65,17,2,11.89,5.945,8.435,Normal
Lito,Myhra,Pittsburgh,HB,Oklahoma St.,26,80,11/1/98,68,215,1,30,3,Elusive Back - HB,95,79,73,81,75,83,88,25,24,85,92,63,69,85,55,14,21,54,90,88,19,23,68,46,14,60,80,54,27,26,16,19,12,18,33,61,52,38,36,59,58,88,80,76,32,20,21,25,18,25,15,88,75,19,1,5.346,5.346,0.0,Normal
Isiah,Upshaw,Pittsburgh,CB,Penn State,25,80,7/26/00,74,193,1,24,2,Manto Man - CB,91,88,90,89,67,76,69,58,10,63,60,54,59,83,13,31,77,55,92,70,13,15,54,11,82,22,78,36,37,36,5,78,41,87,77,23,33,36,36,32,65,92,63,54,58,10,11,19,7,26,9,92,49,76,4,8.0,2.0,4.0,Normal
Stoney,Susoeff,Denver,DT,Stephen F. Austin,28,80,9/26/96,76,288,1,98,7,,82,70,80,79,90,83,32,78,12,27,26,18,35,65,3,80,83,87,88,35,8,13,7,17,25,10,82,48,46,44,8,81,77,25,80,16,45,42,47,12,13,76,18,32,87,6,9,12,10,19,19,86,30,33,2,15.0,7.5,8.0,Normal
Malcom,Gafford,Denver,LE,Ohio State,27,80,1/8/98,76,257,1,0,4,Power Rusher - DE,88,78,78,85,80,86,21,85,17,27,33,21,46,67,6,75,78,85,89,29,19,17,8,23,38,12,79,47,43,45,8,84,82,47,84,12,43,44,47,14,21,85,25,34,81,4,6,5,6,19,14,77,29,49,4,60.0,15.0,17.606,Normal
Harold,Widby,Miami,MLB,Texas Tech,27,80,10/21/97,72,240,1,20,5,Run Stopper - MLB,86,85,82,92,74,85,35,74,12,10,56,38,56,76,5,59,87,83,90,30,20,20,10,17,55,5,80,45,45,45,6,83,52,46,90,12,45,45,45,15,45,87,25,52,87,6,6,6,6,25,10,89,30,60,3,26.25,8.75,9.5,Normal
Oscar,Fernandes,Indianapolis,WR,North Carolina,24,80,8/12/01,70,175,1,1,2,Slot - WR,95,90,92,85,53,82,83,23,34,73,72,82,88,88,80,10,19,34,91,75,26,26,72,20,10,80,78,24,17,17,36,14,10,11,26,69,46,26,17,82,81,90,67,37,23,38,40,44,43,55,33,86,35,10,4,5.520459,1.380115,1.01488,Normal
Cam,Moyer,New Orleans,SS,Utah,27,80,8/24/98,72,187,1,28,5,Zone - S,89,88,87,89,57,84,66,52,11,51,52,60,75,85,26,37,75,52,82,74,15,22,30,11,70,31,80,25,35,35,6,83,29,67,78,30,25,35,35,44,68,88,62,40,77,6,6,6,6,21,18,82,40,76,1,3.17,3.17,3.17,Normal
Gibby,Lesueur,Houston,K,UCLA,31,80,1/29/94,72,183,1,15,9,Power - KP,82,66,70,89,39,69,14,12,15,14,41,20,37,56,14,9,16,16,81,7,91,97,13,16,14,11,79,12,15,16,23,22,12,12,19,17,23,18,21,19,25,77,6,10,34,27,30,34,18,39,16,63,10,20,3,15.9,5.3,11.06,Normal
Donnell,Sabb,Kansas City,HB,Toledo,30,80,8/6/95,71,210,1,29,8,Power Back - HB,91,90,91,87,83,83,85,30,21,84,91,59,73,84,57,8,23,48,84,83,18,26,57,56,13,59,80,57,25,29,24,17,9,18,32,50,55,32,38,66,58,85,78,85,30,16,20,23,32,29,17,87,85,28,1,1.5,1.5,0.85,Normal
Porky,Clow,New England,SS,Lenoir-Rhyne University,29,80,3/22/96,74,220,1,23,5,Run Support - S,92,88,92,89,79,81,75,68,11,63,73,56,71,84,26,51,89,83,88,79,16,19,82,13,71,32,78,36,38,34,10,76,47,72,81,28,36,35,38,37,68,88,67,46,73,6,6,10,12,25,13,85,48,74,4,58.0,14.5,29.75,Normal
Sky,Sinceno,Baltimore,LE,BYU,34,80,3/26/91,75,250,1,53,11,Run Stopper - DE,82,79,78,91,78,91,53,77,12,25,63,65,71,69,7,70,71,89,85,49,24,28,12,19,61,5,81,44,47,45,7,90,79,62,89,25,43,46,44,14,34,83,41,46,88,5,6,7,6,22,18,65,46,68,2,9.0,4.5,5.25,Normal
Alabama,Dils,Kansas City,WR,Oklahoma,28,80,6/4/97,69,180,1,5,6,,95,94,84,87,46,75,84,18,17,74,73,81,87,91,81,10,12,33,88,84,15,21,79,21,17,78,81,22,11,10,4,17,10,13,24,76,42,12,15,76,86,94,78,54,17,17,20,28,15,40,14,86,27,27,1,7.0,7.0,6.5,Normal
Irvin,Svare,Cleveland,DT,Michigan,21,80,9/2/03,76,306,1,94,0,,86,75,71,80,89,80,24,89,18,27,39,20,29,65,22,67,76,89,95,21,18,30,31,30,17,21,79,46,42,44,19,74,77,14,78,29,47,46,45,17,23,77,20,38,79,8,8,7,10,24,13,95,31,24,4,40.874192,10.218548,40.874192,Normal
Jermaine,Kowgios,Cincinnati,LT,Oklahoma,29,80,5/2/96,80,345,1,75,7,Power - OT,60,57,53,92,95,85,15,29,12,12,31,12,21,45,13,9,38,92,95,14,13,16,13,73,12,15,82,80,72,82,6,13,8,11,16,11,79,75,79,12,9,58,11,27,36,5,6,3,5,23,13,86,40,15,4,8.0,2.0,4.0,Normal
Vilnis,Hickey,Los Angeles N,DT,Texas,29,80,11/19/95,71,310,1,95,7,,70,64,71,84,85,89,13,84,12,11,33,15,38,54,5,79,78,82,93,8,10,16,8,35,25,9,80,47,44,44,5,94,65,14,77,17,47,46,46,17,14,73,12,36,82,4,6,4,4,27,16,92,22,30,3,27.6,9.2,15.6,Normal
Orlando,Dye,Green Bay,LT,Penn State,25,80,2/13/00,78,324,1,63,3,Pass Protector - OT,73,65,72,85,86,84,28,45,12,16,35,15,30,58,9,41,44,85,88,27,17,18,9,75,10,8,82,84,82,86,2,36,51,8,34,11,72,76,66,11,18,65,21,34,40,7,6,7,5,19,12,79,32,12,4,3.740872,0.935218,0.080872,Normal
Lonyae,Considine,Philadelphia,FS,Mid Tenn St.,26,80,3/2/99,73,203,1,32,3,Zone - S,93,84,81,92,58,82,69,54,17,55,65,59,79,80,6,43,74,63,84,72,20,29,67,13,65,13,78,33,33,35,5,79,34,62,84,17,32,39,32,16,66,85,65,47,67,11,15,17,13,22,12,80,46,80,1,3.575,3.575,3.935,Normal
Langston,Doxzon,New England,HB,Oklahoma,27,80,2/23/98,72,230,1,38,4,Power Back - HB,84,81,76,86,79,82,82,34,21,90,89,47,68,81,42,9,34,52,89,89,22,21,46,55,10,56,82,64,32,35,16,19,12,18,39,47,58,35,43,66,51,86,80,88,42,14,20,28,20,33,14,84,87,16,4,36.0,9.0,17.116,Normal
Vaughn,Slaby,Carolina,HB,South Carolina,27,80,6/14/98,72,215,1,5,5,Elusive Back - HB,92,81,84,84,73,83,86,28,28,85,94,44,65,86,47,19,22,53,81,84,23,24,79,35,15,52,78,55,39,37,14,21,21,20,40,54,49,38,38,62,56,87,79,77,37,28,30,39,28,36,23,83,80,20,1,2.75,2.75,2.75,Normal
Tab,Cain,Los Angeles A,CB,Maryland,23,80,6/9/02,73,196,1,29,1,Zone - CB,95,85,93,81,55,81,61,42,10,69,63,64,75,90,8,33,57,58,93,73,17,18,80,13,74,18,82,13,8,11,3,79,27,77,70,29,16,10,12,26,66,88,70,30,60,4,10,10,9,26,12,78,29,84,4,4.39572,1.09893,0.37572,Normal
Gannon,Buchanan,Cleveland,RG,Oklahoma St.,27,80,3/3/98,78,321,1,74,4,Power - G,72,62,81,86,89,77,18,20,12,7,21,11,18,51,6,10,40,87,83,9,13,12,13,87,10,4,79,85,77,86,8,20,20,9,25,15,80,83,81,11,15,74,11,23,29,4,6,5,6,20,15,92,34,10,1,3.05,3.05,2.67,Normal
Jocelyn,Trent,Chicago,MLB,Virginia Tech,27,80,5/2/98,77,250,1,49,7,Field General - MLB,87,89,86,89,75,86,37,71,12,25,50,36,78,82,1,71,87,82,92,48,10,20,11,20,65,4,81,45,43,46,10,81,63,35,87,16,49,45,44,17,49,84,43,43,87,7,6,7,5,22,9,89,28,72,4,72.0,18.0,36.8,Normal
Daven,Humm,Minnesota,RG,Penn State,27,80,4/4/98,78,309,1,76,4,Power - G,66,58,75,86,85,83,12,27,12,4,28,10,21,66,6,21,41,86,92,8,23,20,9,83,12,6,82,80,74,82,5,27,36,8,44,12,86,88,81,8,13,59,12,12,36,4,6,7,6,27,5,86,17,11,5,87.72,17.544,34.0,Normal
Lydon,Diles,Kansas City,WR,Texas,22,80,4/27/03,71,165,1,1,1,,98,86,86,89,43,83,90,14,45,69,74,75,86,91,85,11,13,31,91,82,24,23,83,15,13,77,79,24,15,14,29,15,12,7,25,66,35,22,19,75,77,97,77,60,18,50,52,48,63,61,44,80,28,18,4,13.790264,3.447566,13.790264,Normal
Stillwell,Deberg,Tennessee,FS,LA. Tech,30,80,7/26/95,71,200,1,25,8,Run Support - S,91,86,81,93,72,80,70,62,12,55,70,72,79,82,8,43,86,66,96,79,18,18,71,23,68,15,79,37,33,35,8,80,55,67,86,20,33,36,33,22,67,88,69,49,80,4,6,4,6,19,19,86,41,74,2,8.0,4.0,3.49,Normal
Kion,Spann,Tampa Bay,RE,Louisville,26,80,5/30/99,75,270,1,0,2,Power Rusher - DE,94,77,85,81,70,84,36,82,18,21,51,42,42,72,17,71,79,75,87,41,26,28,26,30,34,17,82,31,38,36,5,85,84,44,85,23,40,36,43,26,43,91,37,46,88,3,6,9,8,19,15,77,31,41,4,5.465412,1.366353,0.974844,Normal
Austen,Dragon,Indianapolis,MLB,Syracuse,29,80,7/2/96,72,235,1,44,7,Run Stopper - MLB,92,78,90,96,80,81,41,68,12,22,55,48,60,73,5,65,80,82,94,50,23,23,10,19,54,6,78,48,45,47,5,81,57,40,90,18,46,45,45,13,44,85,38,35,85,6,6,4,4,23,11,91,33,63,3,31.26,10.42,17.62,Normal
Reed,Cheverko,Tampa Bay,CB,Sam Houston,26,80,5/3/99,74,199,1,27,3,Manto Man - CB,96,97,92,91,60,79,63,47,22,52,66,54,70,93,20,38,63,44,90,71,18,17,49,19,80,27,82,32,32,27,15,75,31,71,65,27,37,32,32,27,61,92,62,38,53,11,10,15,20,23,12,76,39,76,4,3.981732,0.995433,0.321732,Normal
Demetrious,Langas,Indianapolis,WR,Cincinnati,25,79,5/2/00,75,211,0,14,3,Deep Threat - WR,94,79,92,83,67,81,75,29,20,70,75,84,87,83,82,10,24,45,87,73,16,19,65,26,23,81,79,35,28,24,15,26,10,20,35,77,44,32,25,78,85,93,68,50,29,10,10,15,15,26,19,84,40,27,4,6.601342,1.650336,2.986037,Normal
Aston,Falls,Detroit,ROLB,Florida,30,79,9/22/94,75,240,1,34,8,Pass Coverage - OLB,88,77,77,93,75,83,37,72,12,12,51,33,61,72,7,56,82,86,82,27,18,27,15,25,67,12,80,45,45,43,6,84,64,44,84,21,47,47,44,19,36,84,22,43,88,5,6,4,5,23,18,79,38,74,3,18.3,6.1,9.0,Normal
Pierce,Banyard,Denver,QB,Oregon,25,79,2/25/00,74,214,1,10,1,Field General - QB,92,78,75,92,58,78,78,13,74,57,69,59,66,75,12,10,12,14,97,62,44,52,9,9,12,21,80,15,14,13,81,11,10,11,26,21,18,12,12,40,63,88,44,36,19,85,84,87,83,92,82,96,34,13,4,18.613166,4.653292,18.613166,Normal
Dajuan,Calicchio,Miami,RE,N.C. State,29,79,6/24/96,76,275,1,2,7,Run Stopper - DE,85,75,85,82,88,77,42,80,12,38,51,36,56,71,4,76,85,91,87,38,18,18,9,16,48,9,80,44,48,47,7,82,74,28,82,11,43,44,42,19,53,85,35,42,81,5,6,5,8,20,14,96,36,53,3,54.49,18.163333,8.7,Normal
Kliff,Tenner,New Orleans,WR,Oregon State,31,79,9/25/93,70,189,1,10,11,Deep Threat - WR,93,90,87,87,53,80,88,30,22,75,75,84,87,91,82,9,13,42,92,79,21,23,80,22,18,80,79,33,20,19,7,26,11,12,33,77,48,29,38,78,87,95,71,43,24,8,10,13,12,33,21,76,43,25,2,13.0,6.5,7.75,Normal
Jermey,Mcgeary,New England,P,Michigan St.,26,79,4/26/99,75,215,1,17,2,Power - KP,72,64,62,87,50,66,20,23,23,11,40,15,25,62,13,11,32,19,88,19,88,92,13,17,10,13,78,16,14,14,28,19,11,10,29,14,11,12,15,15,22,75,22,12,35,26,31,29,21,37,16,84,15,10,4,4.018456,1.004614,0.178456,Normal
Hubie,Bua,Los Angeles A,K,Texas,25,79,5/6/00,73,216,1,11,3,Accurate - KP,80,63,60,88,48,66,20,11,15,7,29,13,28,54,7,8,19,13,95,8,86,91,9,12,10,11,78,21,15,13,19,13,11,10,36,8,20,13,15,6,18,78,10,7,31,19,23,27,16,44,11,69,15,10,4,22.004,5.501,8.735,Normal
Deangelo,Pastrana,New Orleans,RE,California,36,79,7/10/89,76,287,1,94,14,Run Stopper - DE,76,78,78,87,88,84,28,79,12,12,41,15,43,64,5,66,84,93,96,29,30,31,8,20,31,9,79,43,46,46,5,83,73,20,89,18,47,43,47,14,16,76,26,23,84,5,6,8,7,28,15,93,8,41,1,6.05,6.05,6.05,Normal
