PFL_Name,Real_Player_Name,Team,Position,PFL_Contract_Value,PFL_Contract_Years,Real_Contract_Value,Real_Contract_Years,Status,Difference
Edmond Manske,Max Melton,Arizona Cardinals,CB,8888308.0,4,8888308.0,4.0,CORRECT,0.0
Vin Landolt,Mecole Hardman,Green Bay Packers,WR,1500000.0,1,1500000.0,1.0,CORRECT,0.0
Julian Gresham,Michael Penix Jr.,Atlanta Falcons,QB,22882636.0,4,22882636.0,4.0,CORRECT,0.0
Cade Noble,Mike Hughes,Atlanta Falcons,CB,18000000.0,3,18000000.0,3.0,CORRECT,0.0
Joel Wong,Miles Sanders,Dallas Cowboys,HB,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Jeno Jourdain,N/A,Los Angeles N Rams,MLB,1.1,1,N/A,N/A,NO_TEST_MATCH,N/A
Ike Quinlan,N/A,New Orleans,DT,17.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Rashaan Olsson,Nic Scourton,Carolina Panthers,LE,8614236.0,4,8614236.0,4.0,CORRECT,0.0
Chy Ellersick,Nick Allegretti,Washington Commanders,RG,16000000.0,3,16000000.0,3.0,CORRECT,0.0
Gerald Sileo,Nick Emmanwori,Seattle Seahawks,SS,11601260.0,4,11601260.0,4.0,CORRECT,0.0
Jonte Derby,Nick Herbig,Pittsburgh Steelers,LE,4512920.0,4,4512920.0,4.0,CORRECT,0.0
Malik Mancha,Oluwafemi Oladejo,Tennessee Titans,LE,8415100.0,4,8415100.0,4.0,CORRECT,0.0
Evar Haluska,Quinshon Judkins,Cleveland Browns,HB,10.4,4,N/A,N/A,NO_CONTRACT_FOUND,N/A
Burnell Shofner,Ray Davis,Buffalo Bills,HB,4733188.0,4,4733188.0,4.0,CORRECT,0.0
Olaniyi Matheson,RJ Harvey,Denver Broncos,HB,7359680.0,4,7359680.0,4.0,CORRECT,0.0
Brendan Garcia,Roger Rosengarten,Baltimore Ravens,RT,6437314.0,4,6437314.0,4.0,CORRECT,0.0
Ethan Levitt,N/A,Jacksonville,LS,7.07,4,N/A,N/A,NO_TEST_MATCH,N/A
Century Colhouer,Shavon Revel Jr.,Dallas Cowboys,CB,6506742.0,4,6506742.0,4.0,CORRECT,0.0
Kenwin Zizak,T.J. Sanders,Buffalo Bills,DT,10720408.0,4,10720408.0,4.0,CORRECT,0.0
Laroni Cesario,N/A,New York N Giants,TE,2.851436,4,N/A,N/A,NO_TEST_MATCH,N/A
Hobby Hymes,Tre Brown,San Francisco 49ers,CB,1700000.0,1,1700000.0,1.0,CORRECT,0.0
Landon Benjamin,Tre Tucker,Las Vegas Raiders,WR,5304084.0,4,5304084.0,4.0,CORRECT,0.0
Dontarrious Agase,Tre'Davious White,Buffalo Bills,CB,3000000.0,1,3000000.0,1.0,CORRECT,0.0
Avon Radecic,N/A,New Orleans,LG,14.143316,4,N/A,N/A,NO_TEST_MATCH,N/A
Trezelle Gonsoulin,Tyler Bass,Buffalo Bills,K,20400000.0,4,20400000.0,4.0,CORRECT,0.0
Tay Muellner,Tyrel Dodson,Miami Dolphins,ROLB,6250000.0,2,6250000.0,2.0,CORRECT,0.0
Bull Redwine,Tyrice Knight,Seattle Seahawks,ROLB,4792560.0,4,4792560.0,4.0,CORRECT,0.0
Vernand Beasley,N/A,Los Angeles A Chargers,TE,12.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Ndamukong Bernet,Xavier Legette,Carolina Panthers,WR,12357176.0,4,12357176.0,4.0,CORRECT,0.0
Autry Jolly,Adam Butler,Las Vegas Raiders,DT,16500000.0,3,16500000.0,3.0,CORRECT,0.0
Alexander Vickers,Adonai Mitchell,Indianapolis Colts,WR,7386086.0,4,7386086.0,4.0,CORRECT,0.0
Jesse Gulian,N/A,New Orleans,CB,6.204698,4,N/A,N/A,NO_TEST_MATCH,N/A
Dino O'Steen,Andres Borregales,New England Patriots,K,4456484.0,4,4456484.0,4.0,CORRECT,0.0
Jabari Granderson,Andrew Billings,Chicago Bears,DT,8000000.0,2,8000000.0,2.0,CORRECT,0.0
Cece Hurston,Anthony Bradford,Seattle Seahawks,RG,4643984.0,4,4643984.0,4.0,CORRECT,0.0
Arnie Willie,Anthony Nelson,Tampa Bay Buccaneers,LE,10000000.0,2,10000000.0,2.0,CORRECT,0.0
Ernie Pureifory,Ashton Gillotte,Kansas City Chiefs,LE,6744624.0,4,6744624.0,4.0,CORRECT,0.0
Pinky Chrape,Austin Hooper,New England Patriots,TE,5000000.0,1,5000000.0,1.0,CORRECT,0.0
Rusty Ananis,Azeez Ojulari,Philadelphia Eagles,RE,3000000.0,1,3000000.0,1.0,CORRECT,0.0
Cory Peabody,N/A,New Orleans,K,2.6975,3,N/A,N/A,NO_TEST_MATCH,N/A
Timmy Nystrom,N/A,Los Angeles A Chargers,C,8.5,2,N/A,N/A,NO_TEST_MATCH,N/A
Ramses Volek,Braxton Berrios,Houston Texans,WR,1800000.0,1,1800000.0,1.0,CORRECT,0.0
Hal Hafen,Bryce Hall,Tampa Bay Buccaneers,CB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Garrison Werl,N/A,Jacksonville,FS,7.28108,4,N/A,N/A,NO_TEST_MATCH,N/A
Marlon Gradkowski,N/A,New York N Giants,HB,5.27304,4,N/A,N/A,NO_TEST_MATCH,N/A
Lamonte Maneri,N/A,New Orleans,WR,3.75,2,N/A,N/A,NO_TEST_MATCH,N/A
Sims Sager,Chris Moore,Washington Commanders,WR,1255000.0,1,1255000.0,1.0,CORRECT,0.0
Kregg Kellar,Chris Braswell,Tampa Bay Buccaneers,RE,6785196.0,4,6785196.0,4.0,CORRECT,0.0
Marquis Mcclure,Christian Rozeboom,Carolina Panthers,ROLB,2500000.0,1,2500000.0,1.0,CORRECT,0.0
Harry Haliburton,Cole Strange,New England Patriots,LG,12255969.0,4,12255969.0,4.0,CORRECT,0.0
Tye Parseghian,N/A,Los Angeles N Rams,C,12.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Nicky Wayne,Colston Loveland,Chicago Bears,TE,26636008.0,4,26636008.0,4.0,CORRECT,0.0
Travis Sharper,Colton McKivitz,San Francisco 49ers,RT,4610000.0,2,4610000.0,2.0,CORRECT,0.0
Edgar Jecha,Dallas Turner,Minnesota Vikings,RE,15766864.0,4,15766864.0,4.0,CORRECT,0.0
Elvin Mcelmurry,Damontae Kazee,Cleveland Browns,FS,1422500.0,1,1422500.0,1.0,CORRECT,0.0
Calais Gajan,N/A,New York N Giants,SS,6.444488,4,N/A,N/A,NO_TEST_MATCH,N/A
Biff Wojcik,Daniel Faalele,Baltimore Ravens,RG,4460339.0,4,4460339.0,4.0,CORRECT,0.0
Juron Spavital,Darius Robinson,Arizona Cardinals,DT,13869328.0,4,13869328.0,4.0,CORRECT,0.0
Richie Lefear,David Ojabo,Baltimore Ravens,LE,7909121.0,4,7909121.0,4.0,CORRECT,0.0
Fearon Mckoy,Dayo Odeyingbo,Chicago Bears,RE,48000000.0,3,48000000.0,3.0,CORRECT,0.0
Sheldon Molk,Derek Barnett,Houston Texans,RE,4000000.0,1,4000000.0,1.0,CORRECT,0.0
Jimmy Micka,N/A,Los Angeles N Rams,CB,1.03,1,N/A,N/A,NO_TEST_MATCH,N/A
David Boyle,Derrick Barnes,Detroit Lions,LOLB,24000000.0,3,24000000.0,3.0,CORRECT,0.0
Oniel Hutchins,Divine Deablo,Atlanta Falcons,ROLB,14000000.0,2,14000000.0,2.0,CORRECT,0.0
Anttaj Stegent,DJ Glaze,Las Vegas Raiders,RT,6.86579,4,N/A,N/A,NO_CONTRACT_FOUND,N/A
Bilal Roder,N/A,New Orleans,WR,1.17,1,N/A,N/A,NO_TEST_MATCH,N/A
Dunta Schoenke,Ed Ingram,Houston Texans,RG,5997982.0,4,5997982.0,4.0,CORRECT,0.0
Ted Shegog,N/A,Jacksonville,SS,20.5,3,N/A,N/A,NO_TEST_MATCH,N/A
Wendall Neil,Eric Wilson,Minnesota Vikings,ROLB,2600000.0,1,2600000.0,1.0,CORRECT,0.0
Casey Pricer,Evan Williams,Green Bay Packers,FS,4822880.0,4,4822880.0,4.0,CORRECT,0.0
Dawan Graves,Graham Barton,Tampa Bay Buccaneers,C,14027456.0,4,14027456.0,4.0,CORRECT,0.0
Brodney Goodwin,Greg Dortch,Arizona Cardinals,WR,3263000.0,1,3263000.0,1.0,CORRECT,0.0
Fay Lay,Greg Gaines,Tampa Bay Buccaneers,DT,3500000.0,1,3500000.0,1.0,CORRECT,0.0
Rashon Iupati,Hunter Renfrow,Carolina Panthers,WR,1220000.0,1,1220000.0,1.0,CORRECT,0.0
Hason Forte,Isaac Guerendo,San Francisco 49ers,HB,4724528.0,4,4724528.0,4.0,CORRECT,0.0
Bing Herline,N/A,New Orleans,CB,11.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Jessie Schuler,Isaiah McDuffie,Green Bay Packers,LOLB,8000000.0,2,8000000.0,2.0,CORRECT,0.0
Liam Mcevoy,J.J. McCarthy,Minnesota Vikings,QB,21854796.0,4,21854796.0,4.0,CORRECT,0.0
Walker Maczuzak,Ja'Marcus Ingram,Buffalo Bills,CB,1952500.0,2,1952500.0,2.0,CORRECT,0.0
Dedric Christman,Jack Bech,Las Vegas Raiders,WR,7558817.0,4,7558817.0,4.0,CORRECT,0.0
Brad Ply,Jacob Martin,Washington Commanders,LE,3.585,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Jon Heeter,Jaden Hicks,Kansas City Chiefs,SS,4548708.0,4,4548708.0,4.0,CORRECT,0.0
Dwone Jacquith,Jahan Dotson,Philadelphia Eagles,WR,2757048.0,1,2757048.0,1.0,CORRECT,0.0
Kipp Selawski,Jakorian Bennett,Las Vegas Raiders,CB,6.663596,4,N/A,N/A,NO_CONTRACT_FOUND,N/A
Manny Giles,Jalen Coker,Carolina Panthers,WR,795000.0,1,795000.0,1.0,CORRECT,0.0
Gosder Nagurski,N/A,Jacksonville,CB,6.596312,4,N/A,N/A,NO_TEST_MATCH,N/A
Beau Stromberg,Jarvis Brownlee Jr.,Tennessee Titans,CB,4362036.0,4,4362036.0,4.0,CORRECT,0.0
Heinie Yearby,Javon Kinlaw,Washington Commanders,DT,45000000.0,3,45000000.0,3.0,CORRECT,0.0
Kay-Jay Ratigan,Jaylen Wright,Miami Dolphins,HB,4780020.0,4,4780020.0,4.0,CORRECT,0.0
Freeman Cousin,Jaylin Noel,Houston Texans,WR,6466856.0,4,6466856.0,4.0,CORRECT,0.0
Olindo Akiu,Jeremy Reaves,Washington Commanders,FS,5995000.0,1,5995000.0,1.0,CORRECT,0.0
Brodie Fullington,Jonah Elliss,Denver Broncos,LE,5870714.0,4,5870714.0,4.0,CORRECT,0.0
Spec Bartell,Jonah Savaiinaea,Miami Dolphins,RG,11322475.0,4,11322475.0,4.0,CORRECT,0.0
Phillip Furrey,N/A,New Orleans,DT,1.4225,1,N/A,N/A,NO_TEST_MATCH,N/A
Wee Stansbury,Jordan Burch,Arizona Cardinals,LE,6489476.0,4,6489476.0,4.0,CORRECT,0.0
Wesly Rechichar,Jordan James,San Francisco 49ers,HB,4639684.0,4,4639684.0,4.0,CORRECT,0.0
Ben Delmas,N/A,New Orleans,SS,3.166728,4,N/A,N/A,NO_TEST_MATCH,N/A
Sedric Sulfsted,Josh Oliver,Minnesota Vikings,TE,23250000.0,3,23250000.0,3.0,CORRECT,0.0
Lee Greisen,Justin Watson,Houston Texans,WR,5000000.0,2,5000000.0,2.0,CORRECT,0.0
Horace Molinet,K'Lavon Chaisson,New England Patriots,RE,1.0,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Ladairis Pease,Kelvin Beachum,Arizona Cardinals,LT,4000000.0,1,4000000.0,1.0,CORRECT,0.0
Baby Easlick,Kenneth Murray,Dallas Cowboys,MLB,15500000.0,2,15500000.0,2.0,CORRECT,0.0
D'Marco Crabb,Kevin Givens,San Francisco 49ers,DT,2050000.0,1,2050000.0,1.0,CORRECT,0.0
Cornelius Wham,Kirk Cousins,Atlanta Falcons,QB,180000000.0,4,180000000.0,4.0,CORRECT,0.0
Lional Havner,Kris Abrams-Draine,Denver Broncos,CB,4368272.0,4,4368272.0,4.0,CORRECT,0.0
Maxie Kimmel,Landon Jackson,Buffalo Bills,LE,6618982.0,4,6618982.0,4.0,CORRECT,0.0
Lacurtis Harold,Laviska Shenault,Buffalo Bills,WR,1210000.0,1,1210000.0,1.0,CORRECT,0.0
Wiley Korisky,Lonnie Johnson,Las Vegas Raiders,FS,1685000.0,1,1685000.0,1.0,CORRECT,0.0
Kendrick Maiava,Malcolm Roach,Denver Broncos,DT,7000000.0,2,7000000.0,2.0,CORRECT,0.0
Verlin Tannen,Malcolm Koonce,Las Vegas Raiders,RE,11040000.0,1,11040000.0,1.0,CORRECT,0.0
Aundrae Bowie,Malik Harrison,Pittsburgh Steelers,ROLB,10000000.0,2,10000000.0,2.0,CORRECT,0.0
Tony Torrey,Markquese Bell,Dallas Cowboys,SS,9000000.0,3,9000000.0,3.0,CORRECT,0.0
Howie Sandberg,Marshawn Lloyd,Green Bay Packers,HB,5840698.0,4,5840698.0,4.0,CORRECT,0.0
Nick Strozier,Mazi Smith,Dallas Cowboys,DT,13274696.0,4,13274696.0,4.0,CORRECT,0.0
Rayford Winfrey,Michael Mayer,Las Vegas Raiders,TE,9313645.0,4,9313645.0,4.0,CORRECT,0.0
Malcolm Karras,Mike Ford Jr,Atlanta Falcons,CB,2.2,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Winfred Ditka,Mo Alie-Cox,Indianapolis Colts,TE,2200000.0,1,2200000.0,1.0,CORRECT,0.0
Kimble Pessolano,Morgan Fox,Atlanta Falcons,DT,5500000.0,2,5500000.0,2.0,CORRECT,0.0
Frosty Weiss,Nazeeh Johnson,Kansas City Chiefs,CB,1900000.0,1,1900000.0,1.0,CORRECT,0.0
Levon Balasz,Nohl Williams,Kansas City Chiefs,CB,6335516.0,4,6335516.0,4.0,CORRECT,0.0
Holbert Mihajlovich,O'Cyrus Torrence,Buffalo Bills,RG,6220978.0,4,6220978.0,4.0,CORRECT,0.0
Loyal Kirchbaum,Olamide Zaccheaus,Chicago Bears,WR,1500000.0,1,1500000.0,1.0,CORRECT,0.0
Seneca Frazier,P.J. Locke,Denver Broncos,SS,7000000.0,2,7000000.0,2.0,CORRECT,0.0
Klaus Legree,Payton Turner,Dallas Cowboys,RE,2500000.0,1,2500000.0,1.0,CORRECT,0.0
Reaves Clements,Richie Grant,San Francisco 49ers,SS,1500000.0,1,1500000.0,1.0,CORRECT,0.0
Pepper Nead,Ronnie Hickman,Cleveland Browns,FS,2715000.0,3,2715000.0,3.0,CORRECT,0.0
Laval Mahan,N/A,New York N Giants,DT,10.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Buzz Dagata,Ruke Orhorhoro,Atlanta Falcons,DT,9916126.0,4,9916126.0,4.0,CORRECT,0.0
Woody Hearden,Ryan Rehkow,Cincinnati Bengals,P,2035000.0,2,2035000.0,2.0,CORRECT,0.0
Leotis Remo,Sean Rhyan,Green Bay Packers,RG,5122854.0,4,5122854.0,4.0,CORRECT,0.0
Vannie Chiaverini,Starling Thomas V,Arizona Cardinals,CB,2715000.0,3,2715000.0,3.0,CORRECT,0.0
Baraka Yelvington,Sterling Shepard,Tampa Bay Buccaneers,WR,1750000.0,1,1750000.0,1.0,CORRECT,0.0
Toussaint Tarr,Sydney Brown,Philadelphia Eagles,SS,5744441.0,4,5744441.0,4.0,CORRECT,0.0
Rashad Bruton,Terence Steele,Dallas Cowboys,RT,82500000.0,5,82500000.0,5.0,CORRECT,0.0
Corbin Mealey,N/A,New York A Jets,LS,6.97,4,N/A,N/A,NO_TEST_MATCH,N/A
Domanick President,Tim Settle,Houston Texans,DT,6000000.0,2,6000000.0,2.0,CORRECT,0.0
Cub Beuerlein,Tre Herndon,Indianapolis Colts,CB,0.17,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Jahvid Hummell,Trent Sieg,Dallas Cowboys,LS,4450000.0,3,4450000.0,3.0,CORRECT,0.0
Marco O'Neal,Tress Way,Washington Commanders,P,2872500.0,1,2872500.0,1.0,CORRECT,0.0
Edward Triggs,Trey Palmer,Tampa Bay Buccaneers,WR,4019292.0,4,4019292.0,4.0,CORRECT,0.0
Burgess Vaughan,Ty Johnson,Buffalo Bills,HB,5000000.0,2,5000000.0,2.0,CORRECT,0.0
Isaiah Sklopan,Ty Chandler,Minnesota Vikings,HB,3958840.0,4,3958840.0,4.0,CORRECT,0.0
Ebby Mcquistan,Tyler Guyton,Dallas Cowboys,LT,13155806.0,4,13155806.0,4.0,CORRECT,0.0
Fest Capp,Tyler Loop,Baltimore Ravens,K,4444772.0,4,4444772.0,4.0,CORRECT,0.0
Dorin Weimer,Tyquan Lewis,Indianapolis Colts,RE,12000000.0,2,12000000.0,2.0,CORRECT,0.0
Kelvin Heffernan,Tyree Wilson,Las Vegas Raiders,RE,25005497.0,4,25005497.0,4.0,CORRECT,0.0
Chas Prosinski,N/A,New Orleans,CB,1.28,1,N/A,N/A,NO_TEST_MATCH,N/A
Karon Yankowski,Upton Stout,San Francisco 49ers,CB,6161184.0,4,6161184.0,4.0,CORRECT,0.0
Donta Lomasney,Willie Gay Jr.,Miami Dolphins,LOLB,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Alameda Conway,Zamir White,Las Vegas Raiders,HB,4403932.0,4,4403932.0,4.0,CORRECT,0.0
Zak Douglas,Adisa Isaac,Baltimore Ravens,RE,5648034.0,4,5648034.0,4.0,CORRECT,0.0
Curome Nottage,Aireontae Ersery,Houston Texans,LT,9211638.0,4,9211638.0,4.0,CORRECT,0.0
Sisto Bush,Ameer Abdullah,San Francisco 49ers,HB,1255000.0,1,1255000.0,1.0,CORRECT,0.0
Jammie Shumann,Andrew Mukuba,Philadelphia Eagles,FS,7160542.0,4,7160542.0,4.0,CORRECT,0.0
Mana Seiple,Anthony Richardson,Indianapolis Colts,QB,33994031.0,4,33994031.0,4.0,CORRECT,0.0
Reece Younger,Ashton Dulin,Indianapolis Colts,WR,6500000.0,2,6500000.0,2.0,CORRECT,0.0
Proverb Beckwith,B.J. Ojulari,Arizona Cardinals,RE,8597606.0,4,8597606.0,4.0,CORRECT,0.0
Ray Verry,Blake Brandel,Minnesota Vikings,LG,9500000.0,3,9500000.0,3.0,CORRECT,0.0
Kalen Savatsky,N/A,New York A Jets,HB,2.548708,4,N/A,N/A,NO_TEST_MATCH,N/A
Fatty Brannon,N/A,Jacksonville,TE,8.114333,4,N/A,N/A,NO_TEST_MATCH,N/A
Reggie Bristor,Broderick Jones,Pittsburgh Steelers,LT,16626352.0,4,16626352.0,4.0,CORRECT,0.0
Chilo Townes,N/A,Los Angeles A Chargers,RE,6.0,1,N/A,N/A,NO_TEST_MATCH,N/A
Latham Merlin,Caelen Carson,Dallas Cowboys,CB,4274276.0,4,4274276.0,4.0,CORRECT,0.0
Harris Salave'A,Cam Lewis,Buffalo Bills,SS,3100000.0,2,3100000.0,2.0,CORRECT,0.0
Lonzell Kubin,N/A,Los Angeles A Chargers,CB,4.383928,4,N/A,N/A,NO_TEST_MATCH,N/A
Venice Maese,Cam Ward,Tennessee Titans,QB,46.839618,4,N/A,N/A,NO_CONTRACT_FOUND,N/A
Butch Goodridge,Cedric Tillman,Cleveland Browns,WR,5614512.0,4,5614512.0,4.0,CORRECT,0.0
Fair Magnani,Christian Haynes,Seattle Seahawks,RG,5802764.0,4,5802764.0,4.0,CORRECT,0.0
Elliott Wolff,Cole Bishop,Buffalo Bills,FS,6547996.0,4,6547996.0,4.0,CORRECT,0.0
Rube Fry,Cordell Volson,Cincinnati Bengals,LG,2600000.0,1,2600000.0,1.0,CORRECT,0.0
Leron Lauvao,Damone Clark,Dallas Cowboys,MLB,3902552.0,4,3902552.0,4.0,CORRECT,0.0
Tyrell Henricus,N/A,New York N Giants,DT,6.76207,4,N/A,N/A,NO_TEST_MATCH,N/A
Cletidus Hilton,Darnay Holmes,Las Vegas Raiders,CB,1195000.0,1,1195000.0,1.0,CORRECT,0.0
Ruel Sewell,Darrell Taylor,Houston Texans,RE,4750000.0,1,4750000.0,1.0,CORRECT,0.0
Rolf Weathers,Darrick Forrest,Buffalo Bills,SS,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Kitrick Munnerlyn,Deandre Carter,Cleveland Browns,WR,1422500.0,1,1422500.0,1.0,CORRECT,0.0
Davlin Sherels,N/A,New Orleans,LG,2.25,1,N/A,N/A,NO_TEST_MATCH,N/A
Clarke Ramsey,Dorian Strong,Buffalo Bills,CB,4485356.0,4,4485356.0,4.0,CORRECT,0.0
Jimbo Pourdanesh,Eli Apple,San Francisco 49ers,CB,4.5,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Lloyd Hauser,Ennis Rakestraw,Detroit Lions,CB,6484746.0,4,6484746.0,4.0,CORRECT,0.0
Alvro Stinnette,Ethan Pocic,Cleveland Browns,C,18000000.0,3,18000000.0,3.0,CORRECT,0.0
Reds Jarmon,Felix Anudike-Uzomah,Kansas City Chiefs,RE,11817817.0,4,11817817.0,4.0,CORRECT,0.0
Monty Holmberg,N/A,New Orleans,TE,14.234,3,N/A,N/A,NO_TEST_MATCH,N/A
Denard Jolley,Hunter Luepke,Dallas Cowboys,FB,2715000.0,3,2715000.0,3.0,CORRECT,0.0
Torin Shonk,N/A,New York A Jets,FS,0.5,1,N/A,N/A,NO_TEST_MATCH,N/A
Chris Maddock,Jack Sanborn,Dallas Cowboys,MLB,1500000.0,1,1500000.0,1.0,CORRECT,0.0
Lucius Oliver,Jack Sawyer,Pittsburgh Steelers,RE,5150932.0,4,5150932.0,4.0,CORRECT,0.0
Felto Illman,Jalen Redmond,Minnesota Vikings,DT,795000.0,1,795000.0,1.0,CORRECT,0.0
Gerry Holliday,Jamal Agnew,Atlanta Falcons,WR,2500000.0,1,2500000.0,1.0,CORRECT,0.0
Singor Whittingham,N/A,New York N Giants,QB,10.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Payton Wolski,N/A,New York N Giants,P,9.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Willie Rhea,N/A,Los Angeles N Rams,HB,4.19878,4,N/A,N/A,NO_TEST_MATCH,N/A
Pug Bellini,Jarrett Patterson,Houston Texans,C,4009972.0,4,4009972.0,4.0,CORRECT,0.0
Stylez Nafziger,Jason Pinnock,San Francisco 49ers,FS,2200000.0,1,2200000.0,1.0,CORRECT,0.0
Carlos Sedlock,Jaydon Blue,Dallas Cowboys,HB,4627068.0,4,4627068.0,4.0,CORRECT,0.0
Shawntae Neuheisel,Jaylin Lane,Washington Commanders,WR,5113852.0,4,5113852.0,4.0,CORRECT,0.0
Parker Mccleskey,Joey Slye,Tennessee Titans,K,1295000.0,1,1295000.0,1.0,CORRECT,0.0
Kam Trout,N/A,New Orleans,FS,6.245202,4,N/A,N/A,NO_TEST_MATCH,N/A
Trumaine Bohannon,Jonathan Mingo,Dallas Cowboys,WR,8856595.0,4,8856595.0,4.0,CORRECT,0.0
Beanie Doolan,N/A,Los Angeles N Rams,WR,4.158388,4,N/A,N/A,NO_TEST_MATCH,N/A
Greg Weidner,N/A,Los Angeles N Rams,RE,5.275412,4,N/A,N/A,NO_TEST_MATCH,N/A
Mitchell Pivec,Joseph Ossai,Cincinnati Bengals,LE,6500000.0,1,6500000.0,1.0,CORRECT,0.0
Qasim Ilesic,N/A,Los Angeles N Rams,K,5.158388,4,N/A,N/A,NO_TEST_MATCH,N/A
Montique Eilers,N/A,New York N Giants,FS,2.17,1,N/A,N/A,NO_TEST_MATCH,N/A
Jarrad Wisdom,K.J. Osborn,Washington Commanders,WR,1195000.0,1,1195000.0,1.0,CORRECT,0.0
Jovan Majors,Kingsley Suamataia,Kansas City Chiefs,LG,6421506.0,4,6421506.0,4.0,CORRECT,0.0
Nicholas Bucher,K.J. Hamler,Buffalo Bills,WR,1108000.0,1,1108000.0,1.0,CORRECT,0.0
Bud Willis,Kyle Williams,New England Patriots,WR,6703572.0,4,6703572.0,4.0,CORRECT,0.0
Mikel Sowell,Layden Robinson,New England Patriots,RG,4872072.0,4,4872072.0,4.0,CORRECT,0.0
Taje Chappuis,Logan Hall,Tampa Bay Buccaneers,DT,9316455.0,4,9316455.0,4.0,CORRECT,0.0
Gunnard Kichefski,Mario Edwards,Houston Texans,DT,9500000.0,2,9500000.0,2.0,CORRECT,0.0
Rashidi Gettis,Marist Liufau,Dallas Cowboys,LOLB,5691514.0,4,5691514.0,4.0,CORRECT,0.0
Latarence Loewen,Marshawn Kneeland,Dallas Cowboys,LE,6832646.0,4,6832646.0,4.0,CORRECT,0.0
Javor Wilmot,Marte Mapu,New England Patriots,SS,5563706.0,4,5563706.0,4.0,CORRECT,0.0
Lekevin Purdy,N/A,New York A Jets,TE,12.466187,4,N/A,N/A,NO_TEST_MATCH,N/A
Armando Pringley,Matt Pryor,Philadelphia Eagles,RG,1355000.0,1,1355000.0,1.0,CORRECT,0.0
Hessley Cichowski,Michael Gallup,Washington Commanders,WR,1250000.0,1,1250000.0,1.0,CORRECT,0.0
Blaine Halloran,N/A,New York A Jets,RE,4.424096,4,N/A,N/A,NO_TEST_MATCH,N/A
Kellen Duden,Mike Hall Jr,Cleveland Browns,DT,5.0,4,N/A,N/A,NO_CONTRACT_FOUND,N/A
Olie Bordelon,Nik Needham,Cleveland Browns,CB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Odessa Oates,N/A,Los Angeles A Chargers,HB,2.17,1,N/A,N/A,NO_TEST_MATCH,N/A
Wop Banaszak,Ogbo Okoronkwo,Philadelphia Eagles,LE,1.405,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Ping Manuwai,N/A,Jacksonville,WR,5.032264,4,N/A,N/A,NO_TEST_MATCH,N/A
Waine Banfield,Patrick Paul,Miami Dolphins,LT,6911696.0,4,6911696.0,4.0,CORRECT,0.0
Sid Lathon,Patrick Jones,Carolina Panthers,LE,15000000.0,2,15000000.0,2.0,CORRECT,0.0
Rufus Bedner,Princely Umanmielen,Carolina Panthers,RE,6350542.0,4,6350542.0,4.0,CORRECT,0.0
Jug Graf,N/A,New Orleans,CB,4.087236,4,N/A,N/A,NO_TEST_MATCH,N/A
Daunte Keiser,Roschon Johnson,Chicago Bears,HB,4608688.0,4,4608688.0,4.0,CORRECT,0.0
Ocie Youboty,Roy Lopez,Detroit Lions,DT,3500000.0,1,3500000.0,1.0,CORRECT,0.0
Montrae Woodley,Shemar Turner,Chicago Bears,DT,7220286.0,4,7220286.0,4.0,CORRECT,0.0
Verran Sanu,Skyy Moore,Kansas City Chiefs,WR,6450498.0,4,6450498.0,4.0,CORRECT,0.0
Peria Stynchula,N/A,Los Angeles A Chargers,WR,7.817694,4,N/A,N/A,NO_TEST_MATCH,N/A
Cobb Fennema,Trent Sherfield,Denver Broncos,WR,6000000.0,2,6000000.0,2.0,CORRECT,0.0
Skip Mcclairen,Trevor Etienne,Carolina Panthers,HB,5208744.0,4,5208744.0,4.0,CORRECT,0.0
Darcy Crick,Troy Franklin,Denver Broncos,WR,4874836.0,4,4874836.0,4.0,CORRECT,0.0
Momcilo Owusu,Van Jefferson,Tennessee Titans,WR,1670000.0,1,1670000.0,1.0,CORRECT,0.0
Kern Brancato,Will Harris,Washington Commanders,SS,8000000.0,2,8000000.0,2.0,CORRECT,0.0
Derrius Tomich,Adam Trautman,Denver Broncos,TE,7500000.0,2,7500000.0,2.0,CORRECT,0.0
Levar Reger,Akayleb Evans,Carolina Panthers,CB,4421076.0,4,4421076.0,4.0,CORRECT,0.0
Steve Kemp,Akeem Davis-Gaither,Arizona Cardinals,ROLB,10000000.0,2,10000000.0,2.0,CORRECT,0.0
